Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/QF Loss,trainer/Y Predictions Max,trainer/Y Predictions Mean,trainer/Y Predictions Min,trainer/Y Predictions Std
0,1,0.31312525010004,0,0.4637648411100473,8.956989247311828,558,10.0,8.956989247311828,8.0,0.6571467350794633,1.0,1.0,1.0,0.0,558,4998,10,8.956989247311828,8,0.6571467350794633,1,0.273,0,0.44550084175004656,9.345794392523365,107,12.0,9.345794392523365,8.0,0.8871123345857409,1.0,1.0,1.0,0.0,212,2000,12,9.345794392523365,8,0.8871123345857409,2000,0.011781174998759525,4.098111433999293,1.7846622549986932,0.21216919799917378,0.031145973000093363,0.001833014001022093,4.615978335001273,2.056519819001551,0.9997276,0.00068540574,0.00015977767,-0.00063386495,0.0001799488
